date,product_id,impressions,video_views,live_stream_placements,exposure_score
2026-03-20,PRD0070,1726,630,0,10.7
2026-03-27,PRD0070,1700,633,0,10.4
2026-04-03,PRD0070,1439,503,0,9.1
2026-04-10,PRD0070,1415,701,0,8.8
2026-04-17,PRD0070,1182,416,0,7.1
2026-04-24,PRD0070,1159,592,0,7.5
2026-05-01,PRD0070,1343,670,0,8.5
2026-05-08,PRD0070,1237,557,0,7.9
2026-05-15,PRD0070,1304,527,0,8.8
2026-05-22,PRD0070,1170,570,0,7.4
2026-05-29,PRD0070,1279,485,0,8.4
2026-06-05,PRD0070,1050,418,0,6.4
2026-06-12,PRD0070,1040,520,0,6.5
2026-06-19,PRD0070,1059,436,0,6.5
2026-06-26,PRD0070,1220,515,0,7.4
2025-10-17,PRD0071,7071,2753,14,77.6
2025-10-24,PRD0071,7326,3330,15,78.5
2025-10-31,PRD0071,6386,3309,9,59.7
2025-11-07,PRD0071,7317,2686,17,80.4
2025-11-14,PRD0071,6435,2741,7,57.6
2025-11-21,PRD0071,7160,2944,12,69.7
2025-11-28,PRD0071,6018,2134,8,52.7
2025-12-05,PRD0071,7421,3755,17,86.6
2025-12-12,PRD0071,6876,3003,10,62.9
2025-12-19,PRD0071,7582,3858,15,82.6
2025-12-26,PRD0071,6592,2544,11,64.6
2026-01-02,PRD0071,6091,2266,13,67.5
2026-01-09,PRD0071,7222,3681,11,65.9
2026-01-16,PRD0071,6681,3147,9,60.0
2026-01-23,PRD0071,6629,3410,12,66.0
2026-01-30,PRD0071,6963,2766,12,70.6
2026-02-06,PRD0071,6165,3088,11,60.7
2026-02-13,PRD0071,6217,2705,11,60.9
2026-02-20,PRD0071,6203,2669,13,69.9
2026-02-27,PRD0071,6842,2694,8,58.8
2026-03-06,PRD0071,6355,2349,11,66.2
2026-03-13,PRD0071,6920,2818,16,72.3
2026-03-20,PRD0071,6214,3029,14,70.4
2026-03-27,PRD0071,6525,2780,8,56.2
2026-04-03,PRD0071,6739,2872,12,64.2
2026-04-10,PRD0071,6378,2610,12,60.6
2026-04-17,PRD0071,6877,3478,13,66.5
2026-04-24,PRD0071,7324,3112,11,66.2
2026-05-01,PRD0071,7178,3934,14,70.6
2026-05-08,PRD0071,7851,3159,9,65.9
2026-05-15,PRD0071,6576,3010,12,67.1
2026-05-22,PRD0071,7808,4180,11,72.8
2026-05-29,PRD0071,7550,2991,9,67.0
2026-06-05,PRD0071,6938,3265,13,69.4
2026-06-12,PRD0071,6396,3316,13,67.7
2026-06-19,PRD0071,6300,3404,13,68.4
2026-06-26,PRD0071,7903,2945,15,80.4
2025-07-22,PRD0072,2827,1175,4,24.4
2025-07-29,PRD0072,3658,1316,7,38.5
2025-08-05,PRD0072,3337,1222,5,29.6
2025-08-12,PRD0072,2924,1303,5,26.6
2025-08-19,PRD0072,3295,1447,6,35.6
2025-08-26,PRD0072,3162,1140,6,31.4
2025-09-02,PRD0072,3209,1516,6,33.7
2025-09-09,PRD0072,3412,1762,6,32.8
2025-09-16,PRD0072,3371,1600,4,28.2
2025-09-23,PRD0072,3620,1344,4,30.3
2025-09-30,PRD0072,3605,1831,8,38.2
2025-10-07,PRD0072,3492,1608,6,32.3
2025-10-14,PRD0072,3690,2005,6,35.6
2025-10-21,PRD0072,3388,1649,7,36.8
2025-10-28,PRD0072,3168,1262,7,32.7
2025-11-04,PRD0072,2863,1343,6,29.7
2025-11-11,PRD0072,3115,1599,6,33.2
2025-11-18,PRD0072,2872,1347,5,27.2
2025-11-25,PRD0072,3664,1654,4,33.3
2025-12-02,PRD0072,2977,1549,6,31.8
2025-12-09,PRD0072,3638,1312,6,37.8
2025-12-16,PRD0072,3453,1287,5,33.8
2025-12-23,PRD0072,3259,1418,5,29.5
2025-12-30,PRD0072,3439,1321,5,33.6
2026-01-06,PRD0072,3446,1496,4,31.8
2026-01-13,PRD0072,2846,1345,5,27.2
2026-01-20,PRD0072,2806,1457,4,26.4
2026-01-27,PRD0072,2826,1258,3,23.7
2026-02-03,PRD0072,3060,1386,4,26.5
2026-02-10,PRD0072,3450,1831,7,34.6
2026-02-17,PRD0072,3355,1567,7,33.4
2026-02-24,PRD0072,3242,1315,6,33.3
2026-03-03,PRD0072,2921,1554,6,32.5
2026-03-10,PRD0072,2874,1470,3,24.9
2026-03-17,PRD0072,3494,1448,7,33.9
2026-03-24,PRD0072,3493,1908,8,36.9
2026-03-31,PRD0072,3253,1412,4,30.9
2026-04-07,PRD0072,3571,1957,7,36.3
2026-04-14,PRD0072,2807,1373,4,26.3
2026-04-21,PRD0072,3026,1215,6,32.4
2026-04-28,PRD0072,3313,1370,4,28.8
2026-05-05,PRD0072,3529,1660,4,32.0
2026-05-12,PRD0072,3230,1388,6,31.9
2026-05-19,PRD0072,3707,1331,7,38.9
2026-05-26,PRD0072,3070,1616,5,29.5
2026-06-02,PRD0072,3386,1804,4,32.0
2026-06-09,PRD0072,3368,1762,6,33.4
2026-06-16,PRD0072,3393,1792,5,34.0
2026-06-23,PRD0072,3676,1594,6,33.2
2026-06-30,PRD0072,2972,1612,5,31.0
2025-07-11,PRD0073,4032,1969,5,36.8
2025-07-18,PRD0073,4987,2717,10,49.4
2025-07-25,PRD0073,4178,1605,5,38.9
2025-08-01,PRD0073,4372,2132,8,46.0
2025-08-08,PRD0073,5008,2564,6,45.4
2025-08-15,PRD0073,4337,2154,7,40.6
2025-08-22,PRD0073,4011,2119,5,37.4
2025-08-29,PRD0073,4400,1688,9,46.5
2025-09-05,PRD0073,5193,1978,12,53.0
2025-09-12,PRD0073,4968,1981,10,50.7
2025-09-19,PRD0073,4167,1801,8,45.6
2025-09-26,PRD0073,4295,1869,4,34.8
2025-10-03,PRD0073,3281,1675,4,28.3
2025-10-10,PRD0073,3674,1741,3,28.3
2025-10-17,PRD0073,3017,1439,3,24.8
2025-10-24,PRD0073,3013,1088,4,26.0
2025-10-31,PRD0073,2895,1489,2,23.2
2025-11-07,PRD0073,2396,966,2,19.8
2025-11-14,PRD0073,2399,923,2,20.1
2025-11-21,PRD0073,2241,1232,1,17.2
2025-11-28,PRD0073,1836,839,1,13.4
2025-12-05,PRD0073,1967,901,1,15.0
2025-12-12,PRD0073,1770,701,1,12.7
2025-12-19,PRD0073,1777,726,1,13.9
2025-12-26,PRD0073,1353,584,0,8.5
2026-01-02,PRD0073,1434,775,0,9.3
2026-01-09,PRD0073,1432,652,0,9.5
2026-01-16,PRD0073,1192,602,0,7.5
2026-01-23,PRD0073,1165,448,0,8.1
2026-01-30,PRD0073,970,426,0,6.6
2026-02-06,PRD0073,1016,388,0,6.7
2026-02-13,PRD0073,881,417,0,5.5
2026-02-20,PRD0073,834,397,0,5.5
2026-02-27,PRD0073,821,445,0,5.1
2026-03-06,PRD0073,821,364,0,5.1
2026-03-13,PRD0073,714,278,0,4.7
2026-03-20,PRD0073,656,301,0,4.1
2026-03-27,PRD0073,658,326,0,4.4
2026-04-03,PRD0073,690,303,0,4.5
2026-04-10,PRD0073,685,254,0,4.7
2026-04-17,PRD0073,781,406,0,4.8
2026-04-24,PRD0073,691,253,0,4.7
2026-05-01,PRD0073,653,352,0,4.5
2026-05-08,PRD0073,681,351,0,4.6
2026-05-15,PRD0073,670,307,0,4.7
2026-05-22,PRD0073,679,327,0,4.7
2026-05-29,PRD0073,641,313,0,4.1
2026-06-05,PRD0073,806,374,0,5.5
2026-06-12,PRD0073,657,329,0,4.2
2026-06-19,PRD0073,779,362,0,5.1
2026-06-26,PRD0073,627,308,0,4.3
2025-10-23,PRD0074,7375,3373,9,63.8
2025-10-30,PRD0074,5845,2084,6,46.3
2025-11-06,PRD0074,6554,3000,11,69.0
2025-11-13,PRD0074,4938,2100,8,47.8
2025-11-20,PRD0074,5389,2705,5,45.8
2025-11-27,PRD0074,5224,2253,6,42.5
2025-12-04,PRD0074,4237,1780,3,35.1
2025-12-11,PRD0074,3524,1771,3,29.1
2025-12-18,PRD0074,3304,1689,3,25.2
2025-12-25,PRD0074,3902,2036,2,30.9
2026-01-01,PRD0074,3226,1467,2,23.1
2026-01-08,PRD0074,2827,1072,2,23.1
2026-01-15,PRD0074,2561,1040,1,17.9
2026-01-22,PRD0074,2607,1302,1,18.1
2026-01-29,PRD0074,2484,944,1,17.9
2026-02-05,PRD0074,2169,1124,1,15.9
2026-02-12,PRD0074,1770,777,0,11.3
2026-02-19,PRD0074,1810,877,1,13.5
2026-02-26,PRD0074,1741,718,0,11.5
2026-03-05,PRD0074,1900,895,0,11.9
2026-03-12,PRD0074,1700,722,0,10.7
2026-03-19,PRD0074,1344,605,0,8.9
2026-03-26,PRD0074,1344,593,0,9.2
2026-04-02,PRD0074,1325,527,0,8.5
2026-04-09,PRD0074,980,513,0,6.7
2026-04-16,PRD0074,1064,437,0,6.6
2026-04-23,PRD0074,1051,466,0,7.1
2026-04-30,PRD0074,1142,579,0,6.9
2026-05-07,PRD0074,1192,607,0,7.6
2026-05-14,PRD0074,1026,418,0,6.4
2026-05-21,PRD0074,1213,583,0,7.6
2026-05-28,PRD0074,1250,653,0,8.0
2026-06-04,PRD0074,1156,616,0,7.0
2026-06-11,PRD0074,1032,367,0,7.0
2026-06-18,PRD0074,1191,610,0,8.0
2026-06-25,PRD0074,1086,397,0,7.2
2026-05-28,PRD0075,2901,1065,3,26.2
2026-06-04,PRD0075,2525,1109,5,25.8
2026-06-11,PRD0075,2273,1009,3,19.3
2026-06-18,PRD0075,2084,942,3,18.7
2026-06-25,PRD0075,1897,815,2,16.9
2025-11-27,PRD0076,7248,3820,14,68.9
2025-12-04,PRD0076,7224,2720,12,75.5
2025-12-11,PRD0076,7705,2722,15,74.1
2025-12-18,PRD0076,8002,3923,16,76.9
2025-12-25,PRD0076,6791,3333,12,71.8
2026-01-01,PRD0076,8311,3433,18,91.6
2026-01-08,PRD0076,7788,3383,17,78.2
2026-01-15,PRD0076,6507,2364,14,69.9
2026-01-22,PRD0076,7231,2976,11,72.3
2026-01-29,PRD0076,6864,3213,8,59.8
2026-02-05,PRD0076,8053,3365,12,73.4
2026-02-12,PRD0076,7065,2653,10,66.5
2026-02-19,PRD0076,7019,2480,15,79.2
2026-02-26,PRD0076,6759,3341,14,71.0
2026-03-05,PRD0076,6892,2904,8,64.3
2026-03-12,PRD0076,7921,3968,13,74.6
2026-03-19,PRD0076,8338,3746,13,75.9
2026-03-26,PRD0076,8568,4573,11,79.2
2026-04-02,PRD0076,6403,2696,10,58.9
2026-04-09,PRD0076,8512,3691,13,84.6
2026-04-16,PRD0076,7171,3873,16,81.1
2026-04-23,PRD0076,7206,2763,9,64.9
2026-04-30,PRD0076,7123,3742,15,70.4
2026-05-07,PRD0076,7685,3156,17,86.9
2026-05-14,PRD0076,6555,2518,15,77.2
2026-05-21,PRD0076,7128,3646,15,81.1
2026-05-28,PRD0076,6633,2932,13,65.1
2026-06-04,PRD0076,7596,4090,10,65.9
2026-06-11,PRD0076,7584,4102,9,70.9
2026-06-18,PRD0076,8109,4025,19,96.1
2026-06-25,PRD0076,6530,2622,10,59.6
2025-01-22,PRD0077,2128,811,4,22.9
2025-01-29,PRD0077,2306,1150,3,21.7
2025-02-05,PRD0077,1952,912,4,19.5
2025-02-12,PRD0077,2266,863,5,23.7
2025-02-19,PRD0077,2587,1058,4,23.5
2025-02-26,PRD0077,1974,1039,3,17.8
2025-03-05,PRD0077,1954,708,2,15.8
2025-03-12,PRD0077,2464,1008,4,23.9
2025-03-19,PRD0077,2372,877,2,20.8
2025-03-26,PRD0077,2418,1020,4,24.1
2025-04-02,PRD0077,2129,939,4,22.3
2025-04-09,PRD0077,2078,1059,3,20.5
2025-04-16,PRD0077,1998,922,4,21.1
2025-04-23,PRD0077,1984,855,3,19.9
2025-04-30,PRD0077,2098,798,3,20.0
2025-05-07,PRD0077,2550,1360,5,24.4
2025-05-14,PRD0077,2575,1373,5,28.5
2025-05-21,PRD0077,2175,1029,2,19.1
2025-05-28,PRD0077,2518,1309,5,26.7
2025-06-04,PRD0077,2025,810,4,19.7
2025-06-11,PRD0077,2280,988,4,21.3
2025-06-18,PRD0077,2382,1135,4,24.8
2025-06-25,PRD0077,2189,1050,3,20.4
2025-07-02,PRD0077,2444,1322,3,20.7
2025-07-09,PRD0077,2101,976,4,20.1
2025-07-16,PRD0077,1920,804,2,16.8
2025-07-23,PRD0077,2346,1253,5,24.4
2025-07-30,PRD0077,2005,754,3,17.6
2025-08-06,PRD0077,2053,778,2,17.6
2025-08-13,PRD0077,2231,1158,4,22.7
2025-08-20,PRD0077,2415,967,3,21.4
2025-08-27,PRD0077,2000,944,2,16.5
2025-09-03,PRD0077,2527,1294,4,26.1
2025-09-10,PRD0077,2345,831,5,26.6
2025-09-17,PRD0077,1995,1019,2,17.0
2025-09-24,PRD0077,2117,817,2,18.4
2025-10-01,PRD0077,1987,800,3,18.5
2025-10-08,PRD0077,1946,697,2,15.9
2025-10-15,PRD0077,1546,766,1,11.9
2025-10-22,PRD0077,1373,490,2,12.5
2025-10-29,PRD0077,1377,519,1,10.9
2025-11-05,PRD0077,1313,650,1,10.4
2025-11-12,PRD0077,1434,680,1,10.8
2025-11-19,PRD0077,1021,489,1,8.1
2025-11-26,PRD0077,1230,674,1,10.5
2025-12-03,PRD0077,878,356,0,5.5
2025-12-10,PRD0077,1090,398,0,6.6
2025-12-17,PRD0077,826,309,0,5.2
2025-12-24,PRD0077,891,488,0,5.6
2025-12-31,PRD0077,842,343,0,5.7
2026-01-07,PRD0077,709,328,0,4.5
2026-01-14,PRD0077,585,232,0,3.6
2026-01-21,PRD0077,617,294,0,3.9
2026-01-28,PRD0077,595,255,0,3.9
2026-02-04,PRD0077,583,251,0,3.9
2026-02-11,PRD0077,545,232,0,3.6
2026-02-18,PRD0077,492,264,0,3.0
2026-02-25,PRD0077,437,167,0,2.6
2026-03-04,PRD0077,413,157,0,2.5
2026-03-11,PRD0077,393,171,0,2.6
2026-03-18,PRD0077,370,159,0,2.2
2026-03-25,PRD0077,332,169,0,2.3
2026-04-01,PRD0077,345,178,0,2.1
2026-04-08,PRD0077,352,128,0,2.4
2026-04-15,PRD0077,359,168,0,2.3
2026-04-22,PRD0077,315,154,0,1.9
2026-04-29,PRD0077,359,146,0,2.4
2026-05-06,PRD0077,303,132,0,2.1
2026-05-13,PRD0077,367,173,0,2.3
2026-05-20,PRD0077,328,166,0,2.1
2026-05-27,PRD0077,319,118,0,2.1
2026-06-03,PRD0077,382,134,0,2.5
2026-06-10,PRD0077,362,185,0,2.2
2026-06-17,PRD0077,372,136,0,2.4
2026-06-24,PRD0077,303,161,0,2.0
2025-07-04,PRD0078,7453,3596,10,66.7
2025-07-11,PRD0078,8042,3727,14,76.6
2025-07-18,PRD0078,8283,2980,10,74.8
2025-07-25,PRD0078,7930,2828,9,65.9
2025-08-01,PRD0078,8889,4095,11,83.5
2025-08-08,PRD0078,8795,3849,13,86.3
2025-08-15,PRD0078,7980,3431,16,78.0
2025-08-22,PRD0078,7550,3036,12,67.1
2025-08-29,PRD0078,7310,2784,12,72.2
2025-09-05,PRD0078,7767,4047,18,89.9
2025-09-12,PRD0078,7685,3766,13,70.1
2025-09-19,PRD0078,7518,2941,17,86.5
2025-09-26,PRD0078,7438,3456,9,67.8
2025-10-03,PRD0078,8416,4327,13,79.4
2025-10-10,PRD0078,8216,3997,17,84.7
2025-10-17,PRD0078,6829,3730,15,78.7
2025-10-24,PRD0078,9031,4466,20,99.9
2025-10-31,PRD0078,8287,3823,18,91.3
2025-11-07,PRD0078,7806,4097,14,73.1
2025-11-14,PRD0078,7105,2745,10,70.2
2025-11-21,PRD0078,7609,3390,13,72.4
2025-11-28,PRD0078,7667,3367,14,81.1
2025-12-05,PRD0078,8702,4490,11,81.4
2025-12-12,PRD0078,8064,3740,10,72.0
2025-12-19,PRD0078,7064,2569,12,71.3
2025-12-26,PRD0078,7331,3451,8,60.4
2026-01-02,PRD0078,6870,3256,7,60.6
2026-01-09,PRD0078,5803,2778,8,53.1
2026-01-16,PRD0078,5242,2232,5,46.5
2026-01-23,PRD0078,4761,1954,5,41.6
2026-01-30,PRD0078,4876,2004,6,42.9
2026-02-06,PRD0078,4336,1809,4,36.3
2026-02-13,PRD0078,4441,2291,3,35.3
2026-02-20,PRD0078,3952,2131,4,32.4
2026-02-27,PRD0078,3285,1539,2,27.2
2026-03-06,PRD0078,2985,1611,2,23.2
2026-03-13,PRD0078,3474,1642,2,27.1
2026-03-20,PRD0078,3199,1563,2,23.5
2026-03-27,PRD0078,2893,1302,1,19.5
2026-04-03,PRD0078,2808,1393,1,18.9
2026-04-10,PRD0078,2788,1184,1,20.6
2026-04-17,PRD0078,2524,1154,1,17.9
2026-04-24,PRD0078,2222,1110,1,17.2
2026-05-01,PRD0078,1963,1014,0,12.8
2026-05-08,PRD0078,1739,662,0,11.4
2026-05-15,PRD0078,1775,662,0,10.9
2026-05-22,PRD0078,1671,847,0,10.8
2026-05-29,PRD0078,1418,567,0,9.9
2026-06-05,PRD0078,1414,566,0,9.4
2026-06-12,PRD0078,1348,693,0,8.5
2026-06-19,PRD0078,1263,586,0,8.2
2026-06-26,PRD0078,1343,570,0,8.1
2026-02-08,PRD0079,4369,2060,7,38.9
2026-02-15,PRD0079,4890,1742,10,53.3
2026-02-22,PRD0079,3767,1607,6,37.0
2026-03-01,PRD0079,4077,1779,6,40.8
2026-03-08,PRD0079,3961,1701,5,33.4
2026-03-15,PRD0079,3646,1845,5,34.8
2026-03-22,PRD0079,3326,1431,3,29.6
2026-03-29,PRD0079,3212,1278,4,30.0
2026-04-05,PRD0079,3124,1121,2,22.8
2026-04-12,PRD0079,2589,1309,3,21.7
2026-04-19,PRD0079,2299,893,1,16.3
2026-04-26,PRD0079,2331,1215,1,17.5
2026-05-03,PRD0079,2071,892,1,14.8
2026-05-10,PRD0079,2266,1050,1,17.5
2026-05-17,PRD0079,2004,909,0,13.4
2026-05-24,PRD0079,2013,708,0,13.0
2026-05-31,PRD0079,1854,935,1,13.7
2026-06-07,PRD0079,1559,553,0,10.7
2026-06-14,PRD0079,1685,729,1,12.8
2026-06-21,PRD0079,1276,645,0,8.8
2026-06-28,PRD0079,1316,573,0,8.0
2025-04-18,PRD0080,5243,2838,11,52.7
2025-04-25,PRD0080,4632,2230,7,41.5
2025-05-02,PRD0080,4802,2567,9,50.9
2025-05-09,PRD0080,5055,2584,6,43.4
2025-05-16,PRD0080,5163,2123,12,59.2
2025-05-23,PRD0080,4913,1979,9,48.6
2025-05-30,PRD0080,4794,1883,7,47.0
2025-06-06,PRD0080,4657,2491,6,39.4
2025-06-13,PRD0080,5393,2461,11,60.0
2025-06-20,PRD0080,4750,1865,10,48.0
2025-06-27,PRD0080,5683,2770,7,48.3
2025-07-04,PRD0080,5472,2619,7,49.9
2025-07-11,PRD0080,4903,2648,8,46.0
2025-07-18,PRD0080,4387,2218,6,40.2
2025-07-25,PRD0080,4358,1858,5,35.3
2025-08-01,PRD0080,4728,1885,6,40.9
2025-08-08,PRD0080,3582,1385,4,29.7
2025-08-15,PRD0080,3418,1543,5,31.5
2025-08-22,PRD0080,3874,1391,5,37.6
2025-08-29,PRD0080,3227,1199,3,28.0
2025-09-05,PRD0080,3208,1362,3,27.3
2025-09-12,PRD0080,2450,1061,3,21.8
2025-09-19,PRD0080,2577,1337,2,19.2
2025-09-26,PRD0080,2334,1196,1,16.4
2025-10-03,PRD0080,1991,1033,1,15.6
2025-10-10,PRD0080,1986,813,1,13.9
2025-10-17,PRD0080,1950,949,1,15.0
2025-10-24,PRD0080,1898,966,1,15.3
2025-10-31,PRD0080,1713,820,0,10.5
2025-11-07,PRD0080,1738,853,1,13.6
2025-11-14,PRD0080,1195,624,0,7.3
2025-11-21,PRD0080,1284,598,0,7.7
2025-11-28,PRD0080,1028,428,0,6.8
2025-12-05,PRD0080,1057,399,0,7.3
2025-12-12,PRD0080,857,329,0,5.8
2025-12-19,PRD0080,967,437,0,6.1
2025-12-26,PRD0080,951,509,0,6.4
2026-01-02,PRD0080,727,327,0,4.9
2026-01-09,PRD0080,654,282,0,4.5
2026-01-16,PRD0080,654,269,0,4.2
2026-01-23,PRD0080,790,331,0,4.9
2026-01-30,PRD0080,646,330,0,4.5
2026-02-06,PRD0080,655,272,0,4.3
2026-02-13,PRD0080,762,268,0,5.2
2026-02-20,PRD0080,737,330,0,5.1
2026-02-27,PRD0080,678,284,0,4.7
2026-03-06,PRD0080,703,264,0,4.7
2026-03-13,PRD0080,656,281,0,4.1
2026-03-20,PRD0080,760,314,0,4.9
2026-03-27,PRD0080,805,354,0,5.2
2026-04-03,PRD0080,733,265,0,4.6
2026-04-10,PRD0080,849,440,0,5.8
2026-04-17,PRD0080,778,403,0,5.2
2026-04-24,PRD0080,688,272,0,4.5
2026-05-01,PRD0080,821,406,0,5.5
2026-05-08,PRD0080,855,469,0,5.8
2026-05-15,PRD0080,698,318,0,4.4
2026-05-22,PRD0080,734,374,0,4.8
2026-05-29,PRD0080,722,376,0,4.4
2026-06-05,PRD0080,769,399,0,4.9
2026-06-12,PRD0080,835,426,0,5.1
2026-06-19,PRD0080,744,408,0,4.7
2026-06-26,PRD0080,700,349,0,4.5
2025-02-07,PRD0081,4349,2209,6,39.3
2025-02-14,PRD0081,4433,1814,7,45.4
2025-02-21,PRD0081,4568,2291,8,46.1
2025-02-28,PRD0081,4019,1957,7,38.8
2025-03-07,PRD0081,4225,2190,6,39.7
2025-03-14,PRD0081,4460,2383,10,50.1
2025-03-21,PRD0081,4214,1659,5,36.6
2025-03-28,PRD0081,4396,1568,9,45.7
2025-04-04,PRD0081,4256,1877,8,43.1
2025-04-11,PRD0081,4667,1824,8,48.2
2025-04-18,PRD0081,3871,1527,6,35.1
2025-04-25,PRD0081,4653,2334,8,47.0
2025-05-02,PRD0081,3794,2045,8,43.3
2025-05-09,PRD0081,3844,1771,6,34.9
2025-05-16,PRD0081,4714,2033,11,53.3
2025-05-23,PRD0081,3902,1523,5,36.1
2025-05-30,PRD0081,4693,1691,6,43.0
2025-06-06,PRD0081,4891,1958,8,49.5
2025-06-13,PRD0081,4742,2503,10,53.8
2025-06-20,PRD0081,4175,2283,6,37.2
2025-06-27,PRD0081,4876,2095,7,42.8
2025-07-04,PRD0081,4127,1888,6,40.2
2025-07-11,PRD0081,4462,1642,8,42.8
2025-07-18,PRD0081,4614,1659,9,50.2
2025-07-25,PRD0081,4028,1837,8,40.7
2025-08-01,PRD0081,4375,2213,7,39.5
2025-08-08,PRD0081,4934,2350,10,51.7
2025-08-15,PRD0081,3696,1416,5,32.8
2025-08-22,PRD0081,3870,1975,6,39.5
2025-08-29,PRD0081,4217,2313,9,44.0
2025-09-05,PRD0081,4724,2106,10,53.7
2025-09-12,PRD0081,4399,2100,7,41.6
2025-09-19,PRD0081,4566,1636,9,50.5
2025-09-26,PRD0081,3903,1560,5,35.0
2025-10-03,PRD0081,4856,1789,11,56.3
2025-10-10,PRD0081,4412,2395,10,51.5
2025-10-17,PRD0081,4692,2263,8,45.9
2025-10-24,PRD0081,4365,1950,10,48.0
2025-10-31,PRD0081,3947,2011,5,37.0
2025-11-07,PRD0081,4731,2192,10,47.7
2025-11-14,PRD0081,4746,2110,9,47.6
2025-11-21,PRD0081,4074,1773,6,39.7
2025-11-28,PRD0081,4388,1980,7,39.1
2025-12-05,PRD0081,3786,1356,6,35.3
2025-12-12,PRD0081,4574,1738,5,40.6
2025-12-19,PRD0081,4633,2229,5,41.2
2025-12-26,PRD0081,4319,1768,10,44.4
2026-01-02,PRD0081,4042,1817,5,38.0
2026-01-09,PRD0081,3772,1975,5,33.8
2026-01-16,PRD0081,4820,1995,10,53.0
2026-01-23,PRD0081,4146,1787,8,42.2
2026-01-30,PRD0081,4042,2081,5,37.2
2026-02-06,PRD0081,3755,1715,7,36.8
2026-02-13,PRD0081,4389,2360,6,37.2
2026-02-20,PRD0081,4941,2231,8,50.7
2026-02-27,PRD0081,4579,1800,8,46.4
2026-03-06,PRD0081,4238,2157,9,44.0
2026-03-13,PRD0081,4955,1886,6,43.8
2026-03-20,PRD0081,4032,1946,6,39.1
2026-03-27,PRD0081,4491,1985,5,36.2
2026-04-03,PRD0081,3822,1668,7,40.5
2026-04-10,PRD0081,4312,1623,8,42.6
2026-04-17,PRD0081,4426,1590,9,43.9
2026-04-24,PRD0081,4625,1945,6,43.1
2026-05-01,PRD0081,4944,2175,5,40.4
2026-05-08,PRD0081,4525,1762,8,43.9
2026-05-15,PRD0081,3893,2070,6,39.6
2026-05-22,PRD0081,4505,1911,7,40.5
2026-05-29,PRD0081,4242,1663,8,42.8
2026-06-05,PRD0081,4051,1551,4,35.6
2026-06-12,PRD0081,4118,2212,6,40.6
2026-06-19,PRD0081,4977,2700,11,52.1
2026-06-26,PRD0081,4737,2441,8,44.0
2025-01-02,PRD0082,5373,2526,9,52.8
2025-01-09,PRD0082,6394,2465,12,69.5
2025-01-16,PRD0082,6892,3673,14,69.2
2025-01-23,PRD0082,6812,2975,14,71.4
2025-01-30,PRD0082,6736,2705,9,59.5
2025-02-06,PRD0082,6279,2627,9,61.9
2025-02-13,PRD0082,6078,2327,14,65.5
2025-02-20,PRD0082,6001,2505,10,60.4
2025-02-27,PRD0082,5694,3011,12,61.8
2025-03-06,PRD0082,6651,3143,12,69.3
2025-03-13,PRD0082,5547,2971,10,56.8
2025-03-20,PRD0082,5364,2382,11,60.3
2025-03-27,PRD0082,6273,3100,11,57.5
2025-04-03,PRD0082,5256,2574,9,51.5
2025-04-10,PRD0082,5368,2822,9,54.0
2025-04-17,PRD0082,6894,3561,9,60.1
2025-04-24,PRD0082,5416,1931,9,53.6
2025-05-01,PRD0082,5233,2627,10,51.6
2025-05-08,PRD0082,6642,3619,15,74.4
2025-05-15,PRD0082,5406,2153,12,55.1
2025-05-22,PRD0082,5971,3068,10,62.0
2025-05-29,PRD0082,5606,3038,8,52.6
2025-06-05,PRD0082,6566,3452,12,66.3
2025-06-12,PRD0082,5365,2532,7,52.1
2025-06-19,PRD0082,6244,3415,9,60.8
2025-06-26,PRD0082,5434,2527,10,57.6
2025-07-03,PRD0082,6883,3300,10,63.4
2025-07-10,PRD0082,5890,2878,12,64.5
2025-07-17,PRD0082,5286,2223,11,51.7
2025-07-24,PRD0082,5443,2374,12,61.0
2025-07-31,PRD0082,5980,3025,10,54.0
2025-08-07,PRD0082,6442,2439,12,66.0
2025-08-14,PRD0082,6412,3060,11,66.5
2025-08-21,PRD0082,5874,3071,11,57.8
2025-08-28,PRD0082,5956,2666,13,66.1
2025-09-04,PRD0082,5714,2752,7,54.1
2025-09-11,PRD0082,5456,2180,9,53.0
2025-09-18,PRD0082,5397,2650,6,46.3
2025-09-25,PRD0082,6860,3514,10,64.8
2025-10-02,PRD0082,6265,2575,9,58.9
2025-10-09,PRD0082,6202,2514,13,68.1
2025-10-16,PRD0082,6355,3323,13,68.6
2025-10-23,PRD0082,5453,2419,11,55.4
2025-10-30,PRD0082,5496,2832,12,55.5
2025-11-06,PRD0082,5538,1960,9,51.7
2025-11-13,PRD0082,5588,2959,11,53.8
2025-11-20,PRD0082,6924,3009,9,59.5
2025-11-27,PRD0082,5668,2523,8,53.5
2025-12-04,PRD0082,6114,2373,13,61.7
2025-12-11,PRD0082,5575,2337,8,48.4
2025-12-18,PRD0082,5224,2088,7,44.6
2025-12-25,PRD0082,5188,2551,8,48.2
2026-01-01,PRD0082,6106,2746,13,69.6
2026-01-08,PRD0082,5621,3088,7,47.5
2026-01-15,PRD0082,6760,3471,13,74.0
2026-01-22,PRD0082,5850,2130,11,56.3
2026-01-29,PRD0082,6611,3445,8,56.2
2026-02-05,PRD0082,6589,2353,11,64.4
2026-02-12,PRD0082,6200,3217,13,68.0
2026-02-19,PRD0082,6743,3578,10,65.7
